num	null_model	altermodel	LogLikelihoodRatio	null_est	alt_est
315	-143802.451765	-148722.362156	-4919.910391	lambda: 0.00101680511837_mu: 0.00060383244294	lambda: 0.00124670403349,0.00000000900308_mu: 0.00015264025126,0.00000000000207
316	-143579.209293	-143423.650566	155.558727	lambda: 0.00101379967563_mu: 0.00061096829338	lambda: 0.00102493251593,0.00015347905688_mu: 0.00062068475255,0.00000000000419
317	-143098.346545	-143076.827969	21.518576000002	lambda: 0.00097504538541_mu: 0.00061751036517	lambda: 0.00102055809635,0.00134524558977_mu: 0.00061848919571,0.00000000000087
318	-143174.785454	-153367.224094	-10192.43864	lambda: 0.00100576842675_mu: 0.00060928675272	lambda: 0.00013964390549,0.00015979371133_mu: 0.00091555254575,0.00000000000003
319	-144407.748077	-144249.124372	158.62370500001	lambda: 0.00101695643680_mu: 0.00061313009261	lambda: 0.00102152365240,0.00051100112791_mu: 0.00061753576602,0.00000002354478
320	-143389.061112	-143201.542833	187.51827899998	lambda: 0.00100400677682_mu: 0.00061965471754	lambda: 0.00101562578100,0.00012805135102_mu: 0.00062985094196,0.00000000000044
321	-143746.764185	-143588.475745	158.28844	lambda: 0.00101167788704_mu: 0.00060264703107	lambda: 0.00102351925916,0.00018553540549_mu: 0.00061219074500,0.00000000000316
322	-143512.427853	-143334.439740	177.988113	lambda: 0.00101467943276_mu: 0.00061321906184	lambda: 0.00102615650702,0.00015101308378_mu: 0.00062334573350,0.00000000000007
323	-143786.826544	-143589.033836	197.79270800002	lambda: 0.00101374772035_mu: 0.00061455331260	lambda: 0.00102628719344,0.00009337899842_mu: 0.00062545269192,0.00000000000161
324	-143518.637800	-143333.562126	185.07567399999	lambda: 0.00100325583268_mu: 0.00061941100862	lambda: 0.00101497043736,0.00012183653451_mu: 0.00062941949558,0.00000000000294
325	-144294.193805	-144110.374167	183.81963799999	lambda: 0.00101895976387_mu: 0.00062615618854	lambda: 0.00102966025337,0.00014592590672_mu: 0.00063667267456,0.00000000000657
326	-143440.225746	-143259.817956	180.40779	lambda: 0.00100490985869_mu: 0.00062007981780	lambda: 0.00102137713817,0.00025083574880_mu: 0.00063536786304,0.00000000467558
327	-143678.145351	-143508.933738	169.21161300002	lambda: 0.00100426021259_mu: 0.00060817585824	lambda: 0.00101478997141,0.00018483600533_mu: 0.00061447836189,0.00000000000475
328	-143560.700195	-143372.100093	188.60010200003	lambda: 0.00099621799163_mu: 0.00059832747696	lambda: 0.00100882567847,0.00012020881380_mu: 0.00060796770302,0.00000013415469
329	-143898.369016	-163323.167300	-19424.798284	lambda: 0.00101561824693_mu: 0.00060383625193	lambda: 0.00127285418586,0.00000000000010_mu: 0.00000974177616,0.00000097007386
330	-143538.991468	-143368.764746	170.22672199999	lambda: 0.00102156914024_mu: 0.00061383942798	lambda: 0.00103279951223,0.00020057403889_mu: 0.00062359873713,0.00000000301476
331	-143052.439436	-142894.744872	157.69456399998	lambda: 0.00100521326311_mu: 0.00060519662180	lambda: 0.00102017730701,0.00057387585689_mu: 0.00060134241800,0.00000000000016
332	-142999.107555	-145184.011152	-2184.903597	lambda: 0.00099643944276_mu: 0.00060550300526	lambda: 0.00106469925662,0.00077992249375_mu: 0.00026187467510,0.00000000000034
333	-144138.882006	-143936.522353	202.35965299999	lambda: 0.00100825277877_mu: 0.00062641593874	lambda: 0.00101050951066,0.00006068695251_mu: 0.00064675122578,0.00000000005045
334	-143929.217195	-143716.568433	212.648762	lambda: 0.00102077474913_mu: 0.00062304099174	lambda: 0.00103427046834,0.00001758314003_mu: 0.00063253349331,0.00000000000001
335	-143967.637532	-143778.367692	189.26983999999	lambda: 0.00101805534517_mu: 0.00060794404172	lambda: 0.00102292659869,0.00009861562439_mu: 0.00061153864840,0.00000000000020
336	-144546.335553	-144348.407660	197.92789300001	lambda: 0.00101291358649_mu: 0.00062257188630	lambda: 0.00103022293070,0.00011428497791_mu: 0.00063966990457,0.00000000000939
337	-144411.187787	-144212.875786	198.31200100001	lambda: 0.00101251564341_mu: 0.00062609110910	lambda: 0.00102926755274,0.00004524504612_mu: 0.00063335621091,0.00000000000121
338	-143477.738036	-143319.172433	158.565603	lambda: 0.00099976311269_mu: 0.00061426110683	lambda: 0.00100737224396,0.00017192171828_mu: 0.00062512874614,0.00013370194233
339	-143651.364074	-143446.928742	204.43533200002	lambda: 0.00101246282713_mu: 0.00061673234439	lambda: 0.00102422266415,0.00004869544002_mu: 0.00062821177900,0.00000000000247
340	-143918.389369	-143753.848943	164.54042600002	lambda: 0.00101541358278_mu: 0.00061033561968	lambda: 0.00102523786443,0.00022113622576_mu: 0.00062034700686,0.00000000000082
341	-143635.125084	-143426.810265	208.31481899999	lambda: 0.00101819740682_mu: 0.00061690536080	lambda: 0.00103028430706,0.00009228122134_mu: 0.00062778733980,0.00000007029196
342	-143877.784072	-143699.978359	177.80571300001	lambda: 0.00100357141495_mu: 0.00061574164901	lambda: 0.00101489275005,0.00009698122335_mu: 0.00062569805896,0.00000000000199
343	-144244.128048	-144049.516519	194.61152900002	lambda: 0.00100591070673_mu: 0.00060521958237	lambda: 0.00101813655676,0.00018985689997_mu: 0.00061471090145,0.00000000023350
344	-144075.915700	-143889.867127	186.04857300001	lambda: 0.00101790650481_mu: 0.00061102903428	lambda: 0.00102992651252,0.00010760072008_mu: 0.00062091429179,0.00000000000140
345	-143667.819525	-143481.446809	186.37271600001	lambda: 0.00102040229609_mu: 0.00061433858544	lambda: 0.00102559712688,0.00009868703418_mu: 0.00062474251064,0.00000000000004
346	-143905.513657	-143722.192023	183.32163399999	lambda: 0.00101653736586_mu: 0.00061419768292	lambda: 0.00102802854078,0.00012487968600_mu: 0.00062353107605,0.00000000004671
347	-143418.617162	-143247.040917	171.576245	lambda: 0.00101583039263_mu: 0.00062141143400	lambda: 0.00102342271955,0.00009996384937_mu: 0.00065261464873,0.00000000000013
348	-143457.893111	-143252.725421	205.16769	lambda: 0.00099909176988_mu: 0.00061406747143	lambda: 0.00101163194155,0.00001776281101_mu: 0.00062418392493,0.00000000000011
349	-143538.390031	-143346.670484	191.71954699999	lambda: 0.00101788652160_mu: 0.00061653735400	lambda: 0.00102993004771,0.00009436254514_mu: 0.00062711880932,0.00000000000047
350	-144066.279894	-143895.934612	170.34528199999	lambda: 0.00101233229621_mu: 0.00061446082550	lambda: 0.00102472543986,0.00016086438710_mu: 0.00062403121626,0.00000000000234
351	-144517.996655	-144334.610784	183.38587100001	lambda: 0.00101146761622_mu: 0.00061604541813	lambda: 0.00102443609571,0.00038319937609_mu: 0.00062423249686,0.00000000000250
352	-144253.157700	-144064.820887	188.336813	lambda: 0.00102222249235_mu: 0.00062179836210	lambda: 0.00103312415326,0.00012091598210_mu: 0.00063162843493,0.00000000000507
353	-143359.859816	-143184.643200	175.21661600002	lambda: 0.00100898422040_mu: 0.00060939974014	lambda: 0.00102060732770,0.00015692319483_mu: 0.00061904590143,0.00000000000007
354	-145207.735845	-145025.978745	181.75709999999	lambda: 0.00101260829230_mu: 0.00062779616982	lambda: 0.00102411679570,0.00011241852818_mu: 0.00063820119751,0.00000000000653
355	-143387.777432	-143190.200870	197.576562	lambda: 0.00102409247816_mu: 0.00060756037205	lambda: 0.00103499271962,0.00010789504420_mu: 0.00061799880715,0.00000000000090
356	-144093.643870	-143908.958895	184.68497500001	lambda: 0.00100958965201_mu: 0.00061614301602	lambda: 0.00102078427719,0.00006970998536_mu: 0.00062655081014,0.00000000105062
357	-143738.238596	-143556.503049	181.73554700002	lambda: 0.00100273005021_mu: 0.00062350596897	lambda: 0.00098809287666,0.00010766530699_mu: 0.00066009321427,0.00000000000186
358	-143746.045491	-143554.202069	191.84342200001	lambda: 0.00101705652994_mu: 0.00061031945303	lambda: 0.00102910029719,0.00011052164297_mu: 0.00062372158801,0.00000567865738
359	-144224.478792	-144051.338299	173.14049300001	lambda: 0.00101624390894_mu: 0.00060940875129	lambda: 0.00102424776934,0.00020637962950_mu: 0.00062027678857,0.00000001136895
360	-143279.308815	-143064.321595	214.98722000001	lambda: 0.00100338291663_mu: 0.00060404498008	lambda: 0.00101559934877,0.00004386360307_mu: 0.00061471794723,0.00000000011801
361	-144354.525689	-144238.582498	115.943191	lambda: 0.00100639872680_mu: 0.00062062422769	lambda: 0.00091089763093,0.00032655836189_mu: 0.00064711591725,0.00000000000222
362	-143779.765123	-147222.625245	-3442.860122	lambda: 0.00100349542251_mu: 0.00059861808980	lambda: 0.00118257323500,0.00003600966673_mu: 0.00019915690160,0.00000000000002
363	-142781.658146	-142586.083695	195.57445099999	lambda: 0.00100436472225_mu: 0.00060197781964	lambda: 0.00101918645887,0.00008562412282_mu: 0.00061353574197,0.00000000000036
364	-143350.134325	-143138.570277	211.564048	lambda: 0.00100097305727_mu: 0.00061669628357	lambda: 0.00101126233568,0.00002909046184_mu: 0.00063014201698,0.00000000000001
365	-143834.112502	-143646.400450	187.71205200002	lambda: 0.00101076085382_mu: 0.00060543341404	lambda: 0.00102278326495,0.00011211478795_mu: 0.00061535311371,0.00000000000185
366	-144032.203324	-143839.444342	192.758982	lambda: 0.00101140646901_mu: 0.00061263615975	lambda: 0.00102317374366,0.00008119408480_mu: 0.00062367976886,0.00000000000275
367	-143389.966814	-143208.721638	181.24517600003	lambda: 0.00099862134965_mu: 0.00062193508716	lambda: 0.00100840404737,0.00012808157984_mu: 0.00063148135485,0.00000000146657
368	-143732.321855	-143550.903231	181.41862399998	lambda: 0.00100727036831_mu: 0.00061943669421	lambda: 0.00102165842860,0.00013033397082_mu: 0.00062859599282,0.00000000000060
369	-143011.686598	-142841.487873	170.19872499999	lambda: 0.00099893110836_mu: 0.00060271401248	lambda: 0.00100989449973,0.00019875104519_mu: 0.00061282991705,0.00000000000134
370	-143639.575153	-143442.351716	197.22343700001	lambda: 0.00100684464359_mu: 0.00062067870227	lambda: 0.00104119151912,0.00013355822358_mu: 0.00064033112517,0.00000035572428
371	-144130.989536	-143951.873369	179.116167	lambda: 0.00101004487124_mu: 0.00061734513488	lambda: 0.00102172762738,0.00015074231539_mu: 0.00062687771427,0.00000000019167
372	-142760.784918	-142567.894531	192.89038699999	lambda: 0.00100377322659_mu: 0.00061014433697	lambda: 0.00101785691290,0.00003853460367_mu: 0.00061947493954,0.00000226228597
373	-142970.455042	-142779.896416	190.55862599998	lambda: 0.00101313894367_mu: 0.00059742266509	lambda: 0.00102470694445,0.00008887835920_mu: 0.00060699999672,0.00000000000373
374	-144683.474054	-144503.792615	179.68143899998	lambda: 0.00101486749597_mu: 0.00062049173069	lambda: 0.00102731982246,0.00013196492748_mu: 0.00062921482353,0.00000463748104
375	-144056.430066	-143885.729518	170.70054799999	lambda: 0.00100703097671_mu: 0.00061613854097	lambda: 0.00101796537082,0.00020634599592_mu: 0.00062221931536,0.00000000021837
376	-143858.969548	-143665.948954	193.020594	lambda: 0.00101112524778_mu: 0.00061326774769	lambda: 0.00102466113201,0.00006025148488_mu: 0.00062308336141,0.00000000000771
377	-143761.920488	-143567.164606	194.755882	lambda: 0.00100165936148_mu: 0.00061130559172	lambda: 0.00101347610586,0.00003224938851_mu: 0.00062241662437,0.00000000000379
378	-144143.466929	-143936.116125	207.35080399999	lambda: 0.00101534417643_mu: 0.00060462704081	lambda: 0.00103000724467,0.00009840743823_mu: 0.00061731513661,0.00000000000038
379	-143446.499160	-143254.458379	192.04078100002	lambda: 0.00101262894450_mu: 0.00060683027662	lambda: 0.00103180165316,0.00010659207313_mu: 0.00061746443710,0.00000000000046
380	-144449.947159	-144271.449261	178.497898	lambda: 0.00101394930072_mu: 0.00061003178663	lambda: 0.00102193924277,0.00011690343317_mu: 0.00062199458401,0.00000000288588
381	-143997.909667	-143825.500892	172.40877499999	lambda: 0.00100552843431_mu: 0.00062120092472	lambda: 0.00102626257731,0.00033376429224_mu: 0.00063430311855,0.00000000000187
382	-144024.364787	-143850.799410	173.56537699999	lambda: 0.00102031992986_mu: 0.00061664451349	lambda: 0.00103085759424,0.00015110388758_mu: 0.00062677770029,0.00004299828350
383	-143968.706128	-143797.669993	171.036135	lambda: 0.00101422348957_mu: 0.00060807450115	lambda: 0.00102666636594,0.00016917477952_mu: 0.00061775973401,0.00000000000008
384	-143120.164567	-142947.094285	173.070282	lambda: 0.00101164914186_mu: 0.00061390767600	lambda: 0.00102495580636,0.00010431390813_mu: 0.00062314255723,0.00000000000636
385	-143487.922998	-143303.464419	184.458579	lambda: 0.00100909163127_mu: 0.00061694391606	lambda: 0.00101862686136,0.00011741355847_mu: 0.00062807025047,0.00000000000487
386	-144386.464913	-144195.703253	190.76165999999	lambda: 0.00102741041234_mu: 0.00061325504082	lambda: 0.00104093828501,0.00004353198521_mu: 0.00062282844264,0.00000000000520
387	-143976.306680	-143802.336923	173.96975700001	lambda: 0.00101695408788_mu: 0.00060895874803	lambda: 0.00102909418093,0.00014261433804_mu: 0.00061884629096,0.00000000000099
388	-143369.031532	-143175.521026	193.51050599999	lambda: 0.00101109497686_mu: 0.00061205539586	lambda: 0.00102424491748,0.00000691089376_mu: 0.00062215495102,0.00000000000967
389	-143865.825781	-143762.539770	103.28601099999	lambda: 0.00101754449180_mu: 0.00061009210497	lambda: 0.00102934638012,0.00089576562240_mu: 0.00061758750479,0.00000000000203
390	-143947.922691	-143751.915293	196.00739800002	lambda: 0.00101889953960_mu: 0.00061643863234	lambda: 0.00103190282835,0.00006325991929_mu: 0.00062614113296,0.00000000000838
391	-143655.688599	-143640.306373	15.382225999987	lambda: 0.00101189505494_mu: 0.00061245758554	lambda: 0.00104349752388,0.00132562203175_mu: 0.00062102438778,0.00000000000013
392	-143453.021237	-143276.636115	176.38512200001	lambda: 0.00099323766715_mu: 0.00061906407507	lambda: 0.00098401750585,0.00012872210307_mu: 0.00067579211034,0.00000000000067
393	-144443.454440	-144276.827276	166.627164	lambda: 0.00102078874553_mu: 0.00063493069743	lambda: 0.00104001934850,0.00016356084918_mu: 0.00064773590888,0.00000000000086
394	-143732.759167	-143554.304486	178.454681	lambda: 0.00099003201124_mu: 0.00061946006014	lambda: 0.00100507678607,0.00012615780611_mu: 0.00062803133971,0.00000000000522
395	-143822.078518	-143651.839164	170.23935399999	lambda: 0.00101273828521_mu: 0.00061093340951	lambda: 0.00102373251240,0.00020771348128_mu: 0.00062160701450,0.00004726716489
396	-144076.725738	-143916.098921	160.62681700001	lambda: 0.00101432242940_mu: 0.00061764321990	lambda: 0.00102440765178,0.00023764491342_mu: 0.00062818344147,0.00000000001782
397	-143699.879418	-143519.914362	179.96505599999	lambda: 0.00101914742113_mu: 0.00060953476845	lambda: 0.00103148882126,0.00017898569550_mu: 0.00063046810257,0.00000001275014
398	-144188.478533	-144021.846296	166.63223699998	lambda: 0.00100549286467_mu: 0.00061919018064	lambda: 0.00101794685212,0.00018231009113_mu: 0.00062886955113,0.00000393451913
399	-143808.856818	-143631.260634	177.59618399999	lambda: 0.00100832652729_mu: 0.00061311785833	lambda: 0.00101520368012,0.00016202225797_mu: 0.00062532113842,0.00000000148693
400	-143675.121397	-143483.235422	191.88597500001	lambda: 0.00100868026538_mu: 0.00061061681573	lambda: 0.00102123460308,0.00011890648231_mu: 0.00062099635945,0.00000000000108
401	-144643.864446	-144458.354942	185.50950399999	lambda: 0.00101457654359_mu: 0.00060395262513	lambda: 0.00102643724407,0.00013154040013_mu: 0.00061325322833,0.00000000000293
402	-143428.569300	-143244.168617	184.40068300001	lambda: 0.00102126107922_mu: 0.00060536148265	lambda: 0.00103272845955,0.00010607157002_mu: 0.00061535987612,0.00000008657604
403	-143011.518819	-142861.534079	149.98473999999	lambda: 0.00100374851309_mu: 0.00060327793192	lambda: 0.00101565474519,0.00059345163514_mu: 0.00061083256214,0.00000000001242
404	-144329.548323	-144150.636297	178.91202600001	lambda: 0.00102126602303_mu: 0.00061032715294	lambda: 0.00103110211583,0.00020060385479_mu: 0.00062155961069,0.00000000000033
405	-143441.718092	-143273.047154	168.670938	lambda: 0.00099765981601_mu: 0.00061107782507	lambda: 0.00100834393811,0.00019195955151_mu: 0.00062010650083,0.00000000003341
406	-144147.107026	-143987.026926	160.08010000002	lambda: 0.00101761221182_mu: 0.00061451616467	lambda: 0.00102696460194,0.00019761869713_mu: 0.00062615407576,0.00000000002124
407	-143906.830504	-143750.060373	156.77013100003	lambda: 0.00101681398480_mu: 0.00061660383645	lambda: 0.00102548430844,0.00041193395026_mu: 0.00062893125031,0.00000000000084
408	-144158.234319	-143988.617364	169.616955	lambda: 0.00100837666399_mu: 0.00060782816394	lambda: 0.00102131040010,0.00005818364682_mu: 0.00061791676514,0.00000000000095
409	-143806.451325	-143638.840849	167.610476	lambda: 0.00101692952043_mu: 0.00061539271736	lambda: 0.00102824181533,0.00035189968935_mu: 0.00062365140113,0.00000000000159
410	-143774.751143	-143600.832526	173.91861699999	lambda: 0.00100484239787_mu: 0.00061588156071	lambda: 0.00101466539995,0.00022271579177_mu: 0.00062653863395,0.00000000000182
411	-143284.147868	-143102.016993	182.130875	lambda: 0.00099976134605_mu: 0.00060418455094	lambda: 0.00101036533622,0.00014994071291_mu: 0.00061342123472,0.00000000000090
412	-143569.904498	-143408.884926	161.01957199999	lambda: 0.00101573778068_mu: 0.00060586271107	lambda: 0.00101775907115,0.00029644045055_mu: 0.00060999081361,0.00000145274404
413	-143631.162940	-143499.246309	131.916631	lambda: 0.00100021785953_mu: 0.00061407969824	lambda: 0.00101775365260,0.00063562260951_mu: 0.00062737795026,0.00000000000232
414	-143353.202558	-143283.775985	69.426573000004	lambda: 0.00100754183561_mu: 0.00061561338621	lambda: 0.00102438618119,0.00103307342474_mu: 0.00061843835691,0.00000000000240
415	-144773.422274	-144601.364046	172.05822800001	lambda: 0.00101803403347_mu: 0.00061113064811	lambda: 0.00102842157445,0.00020300344261_mu: 0.00062194953299,0.00000000000021
416	-143174.114898	-143001.610782	172.504116	lambda: 0.00101230409307_mu: 0.00060913144104	lambda: 0.00103552923053,0.00006214313652_mu: 0.00059015825441,0.00000000000043
417	-143759.584855	-143593.751802	165.83305299998	lambda: 0.00101270294042_mu: 0.00061071648010	lambda: 0.00102254084712,0.00015296896759_mu: 0.00062069903613,0.00000000000041
418	-144513.902182	-144334.473429	179.42875299999	lambda: 0.00101435871107_mu: 0.00061043156188	lambda: 0.00102724817173,0.00010858399634_mu: 0.00062045466613,0.00000000000127
419	-145376.410817	-144281.840767	1094.57005	lambda: 0.00187080520490_mu: 0.00047883156296	lambda: 0.00103769212286,0.00019899042086_mu: 0.00062598073292,0.00000000001013
420	-144112.417702	-142898.152515	1214.265187	lambda: 0.00184882320193_mu: 0.00047006420975	lambda: 0.00101736054716,0.00023313438153_mu: 0.00061591643693,0.00000000000003
421	-143578.582944	-143388.076782	190.50616200001	lambda: 0.00100967401218_mu: 0.00061496846428	lambda: 0.00102618758451,0.00000000233121_mu: 0.00060780919567,0.00009688979569
422	-143660.610949	-143458.229034	202.38191500001	lambda: 0.00102083689026_mu: 0.00060608439968	lambda: 0.00103234580143,0.00012918944478_mu: 0.00061653566977,0.00000000026635
423	-143369.401681	-143184.189836	185.21184499998	lambda: 0.00100436136732_mu: 0.00060834128035	lambda: 0.00101748851769,0.00008221153951_mu: 0.00061723436546,0.00000000000385
424	-143726.759929	-143531.915712	194.84421700001	lambda: 0.00100946513338_mu: 0.00060929482351	lambda: 0.00102287866399,0.00008087171224_mu: 0.00061901156493,0.00000000000393
425	-143523.768683	-143332.708864	191.05981900002	lambda: 0.00101546657703_mu: 0.00060493294234	lambda: 0.00102854610589,0.00007667048492_mu: 0.00061452690385,0.00000000000147
426	-143781.832454	-143590.344420	191.48803399998	lambda: 0.00100648273714_mu: 0.00062220336434	lambda: 0.00101887129142,0.00009003994984_mu: 0.00063202170967,0.00000000031950
427	-143244.609642	-143084.210461	160.39918099999	lambda: 0.00100819843245_mu: 0.00060617940768	lambda: 0.00102710179603,0.00018441852650_mu: 0.00061683032621,0.00000263303374
428	-143151.586984	-142994.960017	156.62696699999	lambda: 0.00100545530793_mu: 0.00060553266282	lambda: 0.00101676492336,0.00000659390334_mu: 0.00061615983639,0.00000000000540
429	-142509.027301	-142341.405211	167.62208999999	lambda: 0.00100598925585_mu: 0.00060524629363	lambda: 0.00101693193945,0.00014586996486_mu: 0.00061475185056,0.00000078180914
430	-142828.740906	-142645.629440	183.111466	lambda: 0.00100805416786_mu: 0.00060812990782	lambda: 0.00102098154880,0.00010735494799_mu: 0.00061721116573,0.00000000037982
431	-144228.980294	-144042.902129	186.07816500001	lambda: 0.00101855954470_mu: 0.00061886861539	lambda: 0.00102897260985,0.00015142892542_mu: 0.00063085466842,0.00000000000037
432	-144146.269087	-143986.533887	159.7352	lambda: 0.00101752082273_mu: 0.00062112400708	lambda: 0.00103097163634,0.00010889228638_mu: 0.00063104100315,0.00000000000008
433	-144485.046051	-144302.748958	182.297093	lambda: 0.00100388773028_mu: 0.00062078542627	lambda: 0.00101743257853,0.00007915102108_mu: 0.00063018097306,0.00000000001625
434	-144039.308827	-142472.962815	1566.346012	lambda: 0.00188700604603_mu: 0.00047209174307	lambda: 0.00101742236620,0.00006014512564_mu: 0.00061525378183,0.00000001027654
435	-143651.542951	-143474.842066	176.700885	lambda: 0.00099121493358_mu: 0.00061592471644	lambda: 0.00100298627466,0.00021142667329_mu: 0.00062467925343,0.00000000000323
436	-144995.367609	-143697.764749	1297.60286	lambda: 0.00189786225593_mu: 0.00047833104801	lambda: 0.00102705763004,0.00059771310252_mu: 0.00062372006190,0.00000000001223
437	-143724.961267	-144801.940208	-1076.978941	lambda: 0.00100429993298_mu: 0.00062003393175	lambda: 0.00191611272499,0.00017590062038_mu: 0.00049227623817,0.00000000460522
438	-143181.642676	-142986.470638	195.17203799999	lambda: 0.00101858958461_mu: 0.00061098813539	lambda: 0.00103023921385,0.00007204049885_mu: 0.00062129918213,0.00003174579966
439	-143326.694401	-143128.360578	198.33382299999	lambda: 0.00099742869267_mu: 0.00061721711074	lambda: 0.00100966943207,0.00010475222328_mu: 0.00062738755460,0.00000399331782
440	-143143.683730	-142949.479516	194.204214	lambda: 0.00100602862870_mu: 0.00059901399862	lambda: 0.00102256639780,0.00013966863666_mu: 0.00061493677529,0.00000000000207
441	-143529.863818	-143320.982474	208.88134400002	lambda: 0.00099829432263_mu: 0.00061388978136	lambda: 0.00101807268930,0.00029504608718_mu: 0.00062603314222,0.00000000000002
442	-143480.854054	-143305.653163	175.20089099999	lambda: 0.00100684870187_mu: 0.00060612636131	lambda: 0.00101728734440,0.00015407116640_mu: 0.00061597403462,0.00000000000150
443	-144072.530309	-143880.115229	192.41508000001	lambda: 0.00100493023965_mu: 0.00062108387762	lambda: 0.00101720383915,0.00009015706494_mu: 0.00063030347329,0.00000000000083
444	-143515.844455	-143351.420077	164.42437800003	lambda: 0.00101274006661_mu: 0.00060052616282	lambda: 0.00102581919117,0.00003364197893_mu: 0.00061052574032,0.00000000000008
445	-142892.334105	-142704.396082	187.938023	lambda: 0.00099881083172_mu: 0.00062005343820	lambda: 0.00101021151676,0.00009658365825_mu: 0.00063008475645,0.00000012525440
446	-142969.289450	-142795.267824	174.021626	lambda: 0.00099630506125_mu: 0.00060317317301	lambda: 0.00101613010160,0.00023426208952_mu: 0.00061209952105,0.00000000000417
447	-143907.740894	-143913.567387	-5.8264930000005	lambda: 0.00101768693116_mu: 0.00061405947113	lambda: 0.00105168217192,0.00134523218218_mu: 0.00063323019961,0.00000948324173
448	-144745.187760	-144583.621996	161.565764	lambda: 0.00101347951910_mu: 0.00061020911043	lambda: 0.00102389024885,0.00019589729086_mu: 0.00061946943814,0.00000000000013
449	-143824.277238	-143629.308196	194.96904200001	lambda: 0.00101618857425_mu: 0.00060848414547	lambda: 0.00102846991384,0.00003542797216_mu: 0.00061852961264,0.00000000000187
450	-143554.149541	-143364.670178	189.47936299999	lambda: 0.00100851090089_mu: 0.00061909206250	lambda: 0.00102459868579,0.00009249878320_mu: 0.00062689053300,0.00001057739512
451	-143556.634995	-143377.079695	179.55530000001	lambda: 0.00100117584200_mu: 0.00061631817881	lambda: 0.00101100684906,0.00015044869440_mu: 0.00062414073727,0.00000000000519
452	-144236.682665	-144064.207591	172.47507399999	lambda: 0.00101977344073_mu: 0.00061398808285	lambda: 0.00102541492289,0.00016027903139_mu: 0.00062788160644,0.00000000000045
453	-144669.879424	-144502.859452	167.01997200001	lambda: 0.00101241355488_mu: 0.00062194034207	lambda: 0.00102411705768,0.00001703919088_mu: 0.00063364374184,0.00000005669726
454	-142716.033478	-142522.944856	193.08862200001	lambda: 0.00099445841693_mu: 0.00061952646257	lambda: 0.00100424914575,0.00023127987380_mu: 0.00060955631808,0.00000000000005
455	-143061.026442	-142871.006602	190.01983999999	lambda: 0.00099528451617_mu: 0.00061097862110	lambda: 0.00100711219195,0.00009193216245_mu: 0.00062093652559,0.00000000001299
456	-141982.907036	-141940.805976	42.101059999986	lambda: 0.00099290938994_mu: 0.00061817806822	lambda: 0.00101983891814,0.00000000000006_mu: 0.00051770721255,0.00000226138490
457	-143938.774335	-143749.894704	188.87963099999	lambda: 0.00100466578964_mu: 0.00061739434804	lambda: 0.00101937069402,0.00004710719978_mu: 0.00062491526771,0.00000000380764
458	-143907.155568	-143742.069892	165.08567599999	lambda: 0.00100708052868_mu: 0.00060954251698	lambda: 0.00101720603575,0.00017298882848_mu: 0.00061994335066,0.00000000000200
459	-143103.277653	-142917.980223	185.29743000001	lambda: 0.00101265428290_mu: 0.00061138089989	lambda: 0.00102446723495,0.00015594451950_mu: 0.00062157686044,0.00000000000111
460	-143588.172255	-143409.896142	178.276113	lambda: 0.00101467843587_mu: 0.00061128705468	lambda: 0.00102531893424,0.00014838061055_mu: 0.00062180796965,0.00000000000348
461	-143743.732148	-143567.186535	176.54561300002	lambda: 0.00101620596975_mu: 0.00060980096080	lambda: 0.00102872239626,0.00031956986998_mu: 0.00061922018895,0.00000000000090
462	-143429.179887	-143231.437871	197.742016	lambda: 0.00100181930307_mu: 0.00060910546131	lambda: 0.00100901396277,0.00013272993804_mu: 0.00061322541923,0.00000000000102
463	-143470.388996	-143276.474682	193.91431399999	lambda: 0.00100576278859_mu: 0.00061471739518	lambda: 0.00102008011365,0.00008603907198_mu: 0.00062696910597,0.00000000000401
464	-144056.394248	-143885.284403	171.109845	lambda: 0.00101331415490_mu: 0.00060840378099	lambda: 0.00102484014379,0.00019575175846_mu: 0.00061827931772,0.00000000058031
465	-143659.572306	-143470.935328	188.63697799999	lambda: 0.00099810157349_mu: 0.00061772847050	lambda: 0.00101039850666,0.00010498818106_mu: 0.00062757199349,0.00000029949427
466	-143617.880291	-143505.450515	112.429776	lambda: 0.00100857753874_mu: 0.00061761358991	lambda: 0.00101142091094,0.00080284212928_mu: 0.00062964853861,0.00000000011309
467	-144045.146242	-143857.940279	187.20596299999	lambda: 0.00101512737082_mu: 0.00062191135884	lambda: 0.00102705570518,0.00015423062939_mu: 0.00063132316449,0.00000001261892
468	-144491.880856	-144308.318902	183.561954	lambda: 0.00100545001518_mu: 0.00062225302138	lambda: 0.00101666787712,0.00014461580405_mu: 0.00063285018808,0.00000013293341
469	-144425.558636	-144253.219480	172.339156	lambda: 0.00100917211161_mu: 0.00062596665053	lambda: 0.00102170032941,0.00015122859291_mu: 0.00063432628817,0.00000000000142
470	-144259.685946	-144106.094221	153.59172500001	lambda: 0.00100990266915_mu: 0.00060688361805	lambda: 0.00102306048911,0.00047129591968_mu: 0.00062127276727,0.00000000000104
471	-144608.623232	-144410.689056	197.93417600001	lambda: 0.00101317185939_mu: 0.00062539722937	lambda: 0.00102380710162,0.00008802916148_mu: 0.00063564202819,0.00010347937172
