Human gene stable ID	Protein stable ID
ENSG00000230989	ENSDARP00000061434
ENSG00000230989	
ENSG00000230989	ENSDARP00000112904
ENSG00000230989	ENSDARP00000141945
ENSG00000149600	ENSDARP00000053413
ENSG00000197563	ENSDARP00000079389
ENSG00000197563	ENSDARP00000021276
ENSG00000197563	ENSDARP00000105849
ENSG00000161013	ENSDARP00000000748
ENSG00000161013	ENSDARP00000098979
ENSG00000188672	ENSDARP00000020679
ENSG00000187010	ENSDARP00000020679
ENSG00000188672	
ENSG00000187010	
ENSG00000188672	ENSDARP00000139440
ENSG00000187010	ENSDARP00000139440
ENSG00000132196	ENSDARP00000098015
ENSG00000132196	
ENSG00000124784	ENSDARP00000022653
ENSG00000124784	ENSDARP00000127585
ENSG00000124784	ENSDARP00000136578
ENSG00000135185	ENSDARP00000125253
ENSG00000135185	ENSDARP00000041288
ENSG00000135185	ENSDARP00000125331
ENSG00000135185	
ENSG00000131871	ENSDARP00000079033
ENSG00000118729	ENSDARP00000020399
	ENSDARP00000112858
	ENSDARP00000123301
	ENSDARP00000073092
ENSG00000102878	ENSDARP00000025988
ENSG00000129007	ENSDARP00000098981
ENSG00000129007	ENSDARP00000142976
ENSG00000114767	ENSDARP00000121702
ENSG00000130876	ENSDARP00000067889
ENSG00000147677	ENSDARP00000129950
	ENSDARP00000119809
	ENSDARP00000132733
ENSG00000161082	ENSDARP00000115413
ENSG00000124444	ENSDARP00000096287
ENSG00000124444	ENSDARP00000144481
ENSG00000049768	ENSDARP00000120199
ENSG00000049768	ENSDARP00000098158
ENSG00000165970	ENSDARP00000088755
ENSG00000144357	ENSDARP00000111269
ENSG00000144357	ENSDARP00000062335
ENSG00000144357	
ENSG00000155034	ENSDARP00000094420
	ENSDARP00000119456
ENSG00000124574	ENSDARP00000101288
ENSG00000184305	ENSDARP00000113027
ENSG00000184305	ENSDARP00000102202
ENSG00000139218	ENSDARP00000125045
ENSG00000139218	ENSDARP00000067443
ENSG00000175449	ENSDARP00000076093
ENSG00000095485	ENSDARP00000010750
ENSG00000121060	ENSDARP00000134454
ENSG00000121060	ENSDARP00000140176
ENSG00000121060	
ENSG00000204178	ENSDARP00000069055
ENSG00000204178	ENSDARP00000144571
ENSG00000204178	ENSDARP00000002236
ENSG00000151575	ENSDARP00000026137
ENSG00000151575	ENSDARP00000142722
ENSG00000149313	ENSDARP00000054604
ENSG00000142949	ENSDARP00000077749
ENSG00000142949	ENSDARP00000113166
ENSG00000142949	
ENSG00000142949	ENSDARP00000132216
ENSG00000167306	ENSDARP00000138582
ENSG00000266997	ENSDARP00000138582
ENSG00000167306	ENSDARP00000130039
ENSG00000266997	ENSDARP00000130039
ENSG00000167306	ENSDARP00000134104
ENSG00000266997	ENSDARP00000134104
ENSG00000167306	ENSDARP00000144138
ENSG00000266997	ENSDARP00000144138
ENSG00000167306	ENSDARP00000083463
ENSG00000266997	ENSDARP00000083463
ENSG00000167306	ENSDARP00000135961
ENSG00000266997	ENSDARP00000135961
	ENSDARP00000122615
ENSG00000237763	ENSDARP00000014921
ENSG00000240038	ENSDARP00000014921
ENSG00000243480	ENSDARP00000014921
ENSG00000174876	ENSDARP00000014921
ENSG00000187733	ENSDARP00000014921
	ENSDARP00000117544
	ENSDARP00000136204
ENSG00000162694	ENSDARP00000086549
ENSG00000162694	ENSDARP00000144187
	ENSDARP00000021458
	ENSDARP00000113000
ENSG00000117868	ENSDARP00000123207
ENSG00000117868	ENSDARP00000118956
ENSG00000117868	ENSDARP00000025094
ENSG00000164082	ENSDARP00000140262
ENSG00000164082	ENSDARP00000011112
ENSG00000160877	ENSDARP00000133639
ENSG00000160877	ENSDARP00000100618
ENSG00000173585	ENSDARP00000071978
ENSG00000156103	ENSDARP00000121807
ENSG00000156103	ENSDARP00000076272
ENSG00000164978	ENSDARP00000076102
ENSG00000139746	ENSDARP00000141476
ENSG00000177888	ENSDARP00000129854
ENSG00000177888	ENSDARP00000084051
ENSG00000153956	ENSDARP00000027410
ENSG00000153956	ENSDARP00000096745
ENSG00000103740	ENSDARP00000125282
ENSG00000103740	ENSDARP00000083765
ENSG00000176058	ENSDARP00000133185
ENSG00000181019	ENSDARP00000021150
ENSG00000181019	
ENSG00000181019	ENSDARP00000118370
ENSG00000181019	ENSDARP00000114739
ENSG00000166573	ENSDARP00000122793
	ENSDARP00000126613
ENSG00000174437	ENSDARP00000042039
ENSG00000174437	ENSDARP00000112786
ENSG00000174437	ENSDARP00000113858
ENSG00000174437	ENSDARP00000140204
ENSG00000101282	ENSDARP00000123862
	ENSDARP00000142275
ENSG00000176101	ENSDARP00000131337
ENSG00000176101	ENSDARP00000133482
	ENSDARP00000134558
	ENSDARP00000132855
ENSG00000144746	ENSDARP00000015357
	ENSDARP00000127346
ENSG00000204612	ENSDARP00000123189
ENSG00000204612	ENSDARP00000054557
ENSG00000163492	ENSDARP00000118219
ENSG00000163492	ENSDARP00000112984
ENSG00000163492	ENSDARP00000059450
ENSG00000132581	ENSDARP00000029000
ENSG00000163374	ENSDARP00000119776
ENSG00000116580	ENSDARP00000119776
ENSG00000163374	ENSDARP00000073866
ENSG00000116580	ENSDARP00000073866
ENSG00000125753	ENSDARP00000089635
ENSG00000125753	ENSDARP00000118248
ENSG00000181965	ENSDARP00000073024
ENSG00000197889	ENSDARP00000121928
ENSG00000197889	ENSDARP00000125368
ENSG00000143499	ENSDARP00000071926
ENSG00000143499	
ENSG00000139679	ENSDARP00000128200
ENSG00000139679	ENSDARP00000091856
	ENSDARP00000129968
ENSG00000125834	ENSDARP00000107856
ENSG00000125834	ENSDARP00000115139
	ENSDARP00000132673
	ENSDARP00000141282
ENSG00000170903	ENSDARP00000127826
ENSG00000170903	ENSDARP00000017108
ENSG00000139687	ENSDARP00000021737
ENSG00000136270	ENSDARP00000122165
	ENSDARP00000098359
ENSG00000152242	ENSDARP00000067732
ENSG00000152242	ENSDARP00000113315
ENSG00000152242	ENSDARP00000114550
ENSG00000152242	
	ENSDARP00000095739
ENSG00000214941	ENSDARP00000114854
ENSG00000214941	ENSDARP00000088121
ENSG00000157259	ENSDARP00000051711
ENSG00000166165	ENSDARP00000024900
ENSG00000166165	ENSDARP00000126800
ENSG00000166165	ENSDARP00000115226
ENSG00000166165	ENSDARP00000126962
ENSG00000166165	ENSDARP00000126677
ENSG00000060688	ENSDARP00000038728
	ENSDARP00000119509
	ENSDARP00000120335
	ENSDARP00000095844
	ENSDARP00000126445
	ENSDARP00000120059
	ENSDARP00000116408
	ENSDARP00000114842
	ENSDARP00000085300
ENSG00000169895	ENSDARP00000025772
ENSG00000169895	
	ENSDARP00000115444
	ENSDARP00000118773
	ENSDARP00000067164
	ENSDARP00000130561
	ENSDARP00000122352
ENSG00000146576	ENSDARP00000119765
ENSG00000146576	ENSDARP00000054842
ENSG00000189266	ENSDARP00000113947
ENSG00000189266	
ENSG00000189266	ENSDARP00000126420
ENSG00000213465	ENSDARP00000071659
ENSG00000273003	ENSDARP00000071659
ENSG00000213465	
ENSG00000273003	
ENSG00000105472	ENSDARP00000098493
ENSG00000105472	ENSDARP00000137337
ENSG00000118246	ENSDARP00000122274
ENSG00000118246	ENSDARP00000100864
ENSG00000187555	ENSDARP00000125968
ENSG00000187555	ENSDARP00000002502
ENSG00000152578	ENSDARP00000129660
ENSG00000152578	ENSDARP00000042082
	ENSDARP00000124089
	ENSDARP00000066392
	ENSDARP00000134664
	ENSDARP00000129297
	ENSDARP00000121100
	ENSDARP00000071118
ENSG00000187522	ENSDARP00000075275
ENSG00000187522	ENSDARP00000125492
ENSG00000112419	ENSDARP00000113925
ENSG00000112419	ENSDARP00000091924
	ENSDARP00000117718
ENSG00000156959	ENSDARP00000125981
ENSG00000156959	ENSDARP00000101821
ENSG00000257103	ENSDARP00000139299
ENSG00000257103	
ENSG00000257103	ENSDARP00000140356
ENSG00000136114	ENSDARP00000130454
ENSG00000136114	ENSDARP00000103048
ENSG00000243927	ENSDARP00000057773
ENSG00000105245	ENSDARP00000130879
ENSG00000105245	ENSDARP00000143561
ENSG00000276045	ENSDARP00000022726
ENSG00000276045	ENSDARP00000143469
	ENSDARP00000043238
	ENSDARP00000120682
	ENSDARP00000074019
ENSG00000140391	ENSDARP00000050229
ENSG00000140391	ENSDARP00000143825
	ENSDARP00000121328
	ENSDARP00000042429
	ENSDARP00000129937
	ENSDARP00000138061
	ENSDARP00000121165
	ENSDARP00000131071
ENSG00000107521	ENSDARP00000115998
ENSG00000107521	ENSDARP00000100186
ENSG00000107521	
ENSG00000107521	ENSDARP00000143300
ENSG00000107521	ENSDARP00000057046
ENSG00000117013	ENSDARP00000108792
	ENSDARP00000128871
ENSG00000138678	ENSDARP00000046439
ENSG00000065526	ENSDARP00000098999
ENSG00000065526	
ENSG00000089094	ENSDARP00000093306
ENSG00000089094	ENSDARP00000133053
ENSG00000109099	ENSDARP00000079636
ENSG00000109099	ENSDARP00000120770
	ENSDARP00000125698
ENSG00000138617	ENSDARP00000017949
ENSG00000278311	
ENSG00000278311	ENSDARP00000096610
ENSG00000278311	ENSDARP00000108530
ENSG00000278311	ENSDARP00000071866
ENSG00000278311	ENSDARP00000099168
ENSG00000278311	ENSDARP00000099281
ENSG00000130695	ENSDARP00000119133
ENSG00000130695	
ENSG00000130695	ENSDARP00000079045
	ENSDARP00000127025
ENSG00000162402	ENSDARP00000115893
ENSG00000162402	ENSDARP00000121275
ENSG00000162402	ENSDARP00000078325
	ENSDARP00000097616
	ENSDARP00000120936
ENSG00000197329	ENSDARP00000087380
ENSG00000163599	ENSDARP00000115721
ENSG00000163599	ENSDARP00000093072
ENSG00000159840	ENSDARP00000120426
ENSG00000159840	ENSDARP00000113371
ENSG00000159840	ENSDARP00000118075
ENSG00000129250	ENSDARP00000124683
ENSG00000153317	ENSDARP00000120174
ENSG00000153317	ENSDARP00000122781
ENSG00000153317	ENSDARP00000119619
ENSG00000153317	
ENSG00000153317	ENSDARP00000028698
ENSG00000146006	ENSDARP00000096250
ENSG00000196189	ENSDARP00000124699
ENSG00000196189	ENSDARP00000101162
ENSG00000101280	ENSDARP00000127788
ENSG00000173175	ENSDARP00000110815
ENSG00000138400	ENSDARP00000116491
ENSG00000138400	
ENSG00000138400	ENSDARP00000136780
ENSG00000138400	ENSDARP00000135518
ENSG00000167680	ENSDARP00000129305
ENSG00000167680	ENSDARP00000144213
ENSG00000167680	ENSDARP00000143728
ENSG00000260458	ENSDARP00000131959
ENSG00000184185	ENSDARP00000131959
ENSG00000044115	ENSDARP00000132933
ENSG00000044115	ENSDARP00000133731
ENSG00000165124	ENSDARP00000142845
ENSG00000165124	ENSDARP00000071352
	ENSDARP00000016637
ENSG00000008394	ENSDARP00000115538
ENSG00000116922	ENSDARP00000025246
ENSG00000116922	
ENSG00000116922	ENSDARP00000135975
ENSG00000146555	ENSDARP00000116036
ENSG00000146555	ENSDARP00000121891
ENSG00000146555	ENSDARP00000085638
ENSG00000146555	ENSDARP00000139978
ENSG00000101745	ENSDARP00000088636
ENSG00000101745	ENSDARP00000117121
ENSG00000101745	ENSDARP00000068759
ENSG00000136536	ENSDARP00000126092
ENSG00000117500	ENSDARP00000014840
ENSG00000117500	ENSDARP00000141271
	ENSDARP00000131601
ENSG00000142507	ENSDARP00000025226
ENSG00000142507	ENSDARP00000109775
ENSG00000102780	ENSDARP00000016655
ENSG00000102780	ENSDARP00000003788
ENSG00000102780	ENSDARP00000136187
ENSG00000102780	ENSDARP00000060355
ENSG00000165219	ENSDARP00000100555
ENSG00000165219	ENSDARP00000139737
ENSG00000165219	ENSDARP00000102755
ENSG00000157224	ENSDARP00000014514
ENSG00000157224	ENSDARP00000107002
ENSG00000157224	ENSDARP00000134075
ENSG00000154978	ENSDARP00000090355
ENSG00000170085	ENSDARP00000140806
ENSG00000138080	ENSDARP00000124236
ENSG00000138080	ENSDARP00000095986
ENSG00000036672	ENSDARP00000119800
ENSG00000036672	ENSDARP00000126710
ENSG00000036672	ENSDARP00000126829
ENSG00000036672	ENSDARP00000126833
ENSG00000036672	ENSDARP00000126799
ENSG00000036672	ENSDARP00000129875
	ENSDARP00000134601
	ENSDARP00000131216
ENSG00000136536	ENSDARP00000125719
ENSG00000136536	ENSDARP00000104951
ENSG00000167645	ENSDARP00000059284
ENSG00000167645	ENSDARP00000116303
ENSG00000167645	ENSDARP00000117379
	ENSDARP00000125346
	ENSDARP00000115910
ENSG00000105953	ENSDARP00000135618
ENSG00000105953	
	ENSDARP00000140810
ENSG00000138668	ENSDARP00000092188
ENSG00000138668	
ENSG00000256463	ENSDARP00000090954
	ENSDARP00000121173
ENSG00000135845	ENSDARP00000007438
	ENSDARP00000114360
ENSG00000237172	ENSDARP00000113598
ENSG00000237172	ENSDARP00000060996
ENSG00000149929	ENSDARP00000029816
ENSG00000149929	ENSDARP00000130481
ENSG00000149929	ENSDARP00000144277
ENSG00000135093	ENSDARP00000073858
ENSG00000135093	ENSDARP00000135649
ENSG00000112486	ENSDARP00000106824
ENSG00000165478	ENSDARP00000124635
ENSG00000196850	ENSDARP00000016882
	ENSDARP00000136808
	ENSDARP00000130631
	ENSDARP00000133779
	ENSDARP00000137209
	ENSDARP00000142533
	ENSDARP00000142898
	ENSDARP00000041614
	ENSDARP00000113988
	ENSDARP00000032545
ENSG00000183283	ENSDARP00000004236
ENSG00000059804	ENSDARP00000120492
ENSG00000173262	ENSDARP00000120492
ENSG00000059804	ENSDARP00000143481
ENSG00000173262	ENSDARP00000143481
ENSG00000059804	ENSDARP00000015253
ENSG00000173262	ENSDARP00000015253
ENSG00000117298	ENSDARP00000114562
ENSG00000117298	ENSDARP00000119703
ENSG00000117298	ENSDARP00000139604
ENSG00000143125	ENSDARP00000103772
ENSG00000133101	ENSDARP00000020968
ENSG00000133101	ENSDARP00000115807
ENSG00000166801	ENSDARP00000136795
ENSG00000189057	ENSDARP00000136795
ENSG00000206557	ENSDARP00000101787
ENSG00000103994	ENSDARP00000117899
	ENSDARP00000132104
	ENSDARP00000122984
	ENSDARP00000143684
ENSG00000142634	ENSDARP00000047007
ENSG00000142634	ENSDARP00000108177
ENSG00000122674	ENSDARP00000073520
ENSG00000146574	ENSDARP00000073520
ENSG00000122674	ENSDARP00000140580
ENSG00000146574	ENSDARP00000140580
ENSG00000179674	ENSDARP00000086622
	ENSDARP00000031619
	ENSDARP00000107166
ENSG00000134248	
ENSG00000134248	ENSDARP00000106008
	ENSDARP00000064308
	ENSDARP00000127850
	ENSDARP00000128552
	ENSDARP00000129658
ENSG00000157214	ENSDARP00000127717
ENSG00000170175	ENSDARP00000124150
ENSG00000170175	ENSDARP00000034131
ENSG00000147570	ENSDARP00000075407
	ENSDARP00000120097
	ENSDARP00000140507
	ENSDARP00000132558
ENSG00000215148	ENSDARP00000113666
ENSG00000005001	ENSDARP00000113666
ENSG00000172382	ENSDARP00000113666
ENSG00000116176	ENSDARP00000113666
ENSG00000007038	ENSDARP00000113666
ENSG00000103355	ENSDARP00000113666
ENSG00000052344	ENSDARP00000113666
ENSG00000215148	ENSDARP00000059297
ENSG00000005001	ENSDARP00000059297
ENSG00000172382	ENSDARP00000059297
ENSG00000116176	ENSDARP00000059297
ENSG00000007038	ENSDARP00000059297
ENSG00000103355	ENSDARP00000059297
ENSG00000052344	ENSDARP00000059297
	ENSDARP00000115731
	ENSDARP00000119929
ENSG00000076053	ENSDARP00000007431
ENSG00000255663	ENSDARP00000007431
ENSG00000137491	ENSDARP00000120042
ENSG00000137491	
ENSG00000137491	ENSDARP00000071311
ENSG00000163285	ENSDARP00000135823
ENSG00000163285	ENSDARP00000141668
ENSG00000205250	ENSDARP00000132304
ENSG00000205250	
ENSG00000002834	ENSDARP00000051806
ENSG00000002834	ENSDARP00000064837
ENSG00000002834	
ENSG00000089685	ENSDARP00000101794
ENSG00000118200	ENSDARP00000114652
ENSG00000118200	ENSDARP00000119674
ENSG00000118200	ENSDARP00000117058
ENSG00000118200	ENSDARP00000115142
ENSG00000118200	ENSDARP00000131202
ENSG00000118200	ENSDARP00000078392
ENSG00000117461	ENSDARP00000130273
ENSG00000278139	ENSDARP00000130273
ENSG00000117461	ENSDARP00000140757
ENSG00000278139	ENSDARP00000140757
ENSG00000117461	ENSDARP00000140785
ENSG00000278139	ENSDARP00000140785
ENSG00000124449	ENSDARP00000090165
	ENSDARP00000143030
ENSG00000172554	ENSDARP00000130115
ENSG00000172554	ENSDARP00000143414
ENSG00000106852	ENSDARP00000017657
ENSG00000141026	ENSDARP00000126587
ENSG00000141026	ENSDARP00000126915
	ENSDARP00000118597
	ENSDARP00000106490
	ENSDARP00000122655
	ENSDARP00000046888
	ENSDARP00000143141
ENSG00000063127	ENSDARP00000132184
	ENSDARP00000107944
ENSG00000171858	ENSDARP00000031181
ENSG00000171858	ENSDARP00000122013
ENSG00000075089	ENSDARP00000005947
ENSG00000075089	
ENSG00000075089	ENSDARP00000122665
	ENSDARP00000125391
ENSG00000167207	ENSDARP00000124380
ENSG00000167207	
ENSG00000167207	ENSDARP00000052379
ENSG00000131242	
ENSG00000131242	ENSDARP00000125923
ENSG00000131242	ENSDARP00000108296
	ENSDARP00000100908
	ENSDARP00000128531
	ENSDARP00000129259
	ENSDARP00000127968
ENSG00000179761	ENSDARP00000072446
ENSG00000160199	ENSDARP00000111569
ENSG00000160199	ENSDARP00000111962
ENSG00000011566	ENSDARP00000092441
ENSG00000011566	ENSDARP00000141626
ENSG00000122644	ENSDARP00000040809
ENSG00000116679	ENSDARP00000002476
ENSG00000116679	ENSDARP00000141741
	ENSDARP00000098584
	ENSDARP00000097937
	ENSDARP00000105266
ENSG00000173567	ENSDARP00000129129
ENSG00000173567	ENSDARP00000108973
ENSG00000078668	ENSDARP00000032688
ENSG00000078668	
	ENSDARP00000142452
	ENSDARP00000123434
	ENSDARP00000136324
	ENSDARP00000074367
ENSG00000066382	ENSDARP00000009564
ENSG00000066382	ENSDARP00000138430
	ENSDARP00000014240
	ENSDARP00000117220
ENSG00000120256	ENSDARP00000039615
ENSG00000120256	ENSDARP00000108987
ENSG00000152359	ENSDARP00000121737
	ENSDARP00000136882
	ENSDARP00000121178
ENSG00000230062	ENSDARP00000128525
ENSG00000230062	ENSDARP00000128201
ENSG00000230062	ENSDARP00000129588
ENSG00000230062	ENSDARP00000108160
ENSG00000117868	ENSDARP00000142746
ENSG00000117868	
ENSG00000117868	ENSDARP00000101703
ENSG00000100307	ENSDARP00000055427
ENSG00000025039	ENSDARP00000015934
ENSG00000025039	ENSDARP00000133030
ENSG00000104946	ENSDARP00000110256
ENSG00000171700	ENSDARP00000102733
ENSG00000171700	
ENSG00000171700	ENSDARP00000109302
ENSG00000196950	ENSDARP00000035851
ENSG00000196950	ENSDARP00000133790
	ENSDARP00000116673
	ENSDARP00000130550
	ENSDARP00000133377
	ENSDARP00000127416
ENSG00000122512	ENSDARP00000099444
ENSG00000122512	ENSDARP00000140167
ENSG00000101544	ENSDARP00000032332
	ENSDARP00000142387
	ENSDARP00000094951
ENSG00000136603	ENSDARP00000105507
ENSG00000136603	ENSDARP00000028344
	ENSDARP00000115101
	ENSDARP00000118836
	ENSDARP00000092438
ENSG00000178184	ENSDARP00000052392
ENSG00000170385	ENSDARP00000022487
ENSG00000138376	ENSDARP00000120153
ENSG00000138376	ENSDARP00000114592
ENSG00000138074	ENSDARP00000062951
ENSG00000138074	ENSDARP00000110412
ENSG00000100209	ENSDARP00000098896
ENSG00000124785	ENSDARP00000097397
ENSG00000175198	ENSDARP00000117212
ENSG00000175198	ENSDARP00000122752
ENSG00000175198	ENSDARP00000121906
ENSG00000142494	ENSDARP00000118758
ENSG00000142494	ENSDARP00000120491
ENSG00000142494	ENSDARP00000118319
ENSG00000142494	ENSDARP00000121721
ENSG00000142494	ENSDARP00000135774
ENSG00000136830	ENSDARP00000092973
ENSG00000134313	ENSDARP00000116037
ENSG00000134313	ENSDARP00000126421
ENSG00000134313	ENSDARP00000008817
	ENSDARP00000142590
ENSG00000079308	ENSDARP00000123231
ENSG00000079308	
ENSG00000079308	ENSDARP00000023241
ENSG00000128245	ENSDARP00000008690
	ENSDARP00000128719
	ENSDARP00000102798
ENSG00000167535	ENSDARP00000081714
ENSG00000167535	
	ENSDARP00000134548
	ENSDARP00000118929
	ENSDARP00000121407
	ENSDARP00000025608
	ENSDARP00000089930
	ENSDARP00000136397
ENSG00000249141	ENSDARP00000107199
ENSG00000026297	ENSDARP00000107199
ENSG00000249141	ENSDARP00000141181
ENSG00000026297	ENSDARP00000141181
ENSG00000249141	
ENSG00000026297	
ENSG00000249141	ENSDARP00000132627
ENSG00000026297	ENSDARP00000132627
ENSG00000249141	ENSDARP00000144562
ENSG00000026297	ENSDARP00000144562
ENSG00000249141	ENSDARP00000111898
ENSG00000026297	ENSDARP00000111898
ENSG00000174343	ENSDARP00000121332
ENSG00000156886	ENSDARP00000135030
ENSG00000140678	ENSDARP00000135030
ENSG00000169896	ENSDARP00000135030
ENSG00000156886	ENSDARP00000126850
ENSG00000140678	ENSDARP00000126850
ENSG00000169896	ENSDARP00000126850
ENSG00000156886	ENSDARP00000133914
ENSG00000140678	ENSDARP00000133914
ENSG00000169896	ENSDARP00000133914
ENSG00000126088	ENSDARP00000023867
ENSG00000087274	ENSDARP00000139374
ENSG00000087274	ENSDARP00000131335
ENSG00000087274	ENSDARP00000138089
ENSG00000182272	ENSDARP00000077842
ENSG00000182272	ENSDARP00000127600
ENSG00000172232	ENSDARP00000120590
ENSG00000197561	ENSDARP00000120590
ENSG00000196415	ENSDARP00000120590
ENSG00000172232	ENSDARP00000113904
ENSG00000197561	ENSDARP00000113904
ENSG00000196415	ENSDARP00000113904
ENSG00000172232	ENSDARP00000096279
ENSG00000197561	ENSDARP00000096279
ENSG00000196415	ENSDARP00000096279
	ENSDARP00000082476
ENSG00000183833	ENSDARP00000119625
ENSG00000183833	ENSDARP00000076298
	ENSDARP00000102285
	ENSDARP00000142077
	ENSDARP00000117871
ENSG00000085719	ENSDARP00000140742
ENSG00000085719	ENSDARP00000139825
ENSG00000174007	ENSDARP00000122139
ENSG00000174007	ENSDARP00000117048
ENSG00000174007	ENSDARP00000076659
ENSG00000106608	ENSDARP00000142957
ENSG00000106608	ENSDARP00000099032
ENSG00000155792	ENSDARP00000123498
ENSG00000155792	ENSDARP00000116440
ENSG00000155792	ENSDARP00000140798
ENSG00000155792	ENSDARP00000059983
ENSG00000100030	ENSDARP00000038550
ENSG00000100030	ENSDARP00000123916
ENSG00000100030	ENSDARP00000124354
ENSG00000100030	
ENSG00000172260	ENSDARP00000038588
ENSG00000173889	ENSDARP00000117842
ENSG00000173889	ENSDARP00000115475
ENSG00000173889	
ENSG00000173889	ENSDARP00000100341
ENSG00000029153	ENSDARP00000134619
ENSG00000029153	ENSDARP00000139384
ENSG00000029153	ENSDARP00000143424
ENSG00000152270	ENSDARP00000142844
ENSG00000152270	ENSDARP00000084073
ENSG00000100399	ENSDARP00000127208
ENSG00000268797	ENSDARP00000126905
ENSG00000269858	ENSDARP00000126905
ENSG00000173905	ENSDARP00000021000
ENSG00000104517	ENSDARP00000122396
ENSG00000104517	ENSDARP00000112650
ENSG00000104517	
ENSG00000104517	ENSDARP00000101390
ENSG00000104517	ENSDARP00000033510
ENSG00000080802	ENSDARP00000016859
ENSG00000080802	
	ENSDARP00000116094
	ENSDARP00000135398
	ENSDARP00000140166
	ENSDARP00000133231
	ENSDARP00000133936
	ENSDARP00000139830
	ENSDARP00000130010
	ENSDARP00000136601
	ENSDARP00000137651
	ENSDARP00000132879
	ENSDARP00000067349
	ENSDARP00000141218
	ENSDARP00000136864
ENSG00000185052	ENSDARP00000114793
ENSG00000176049	ENSDARP00000114621
ENSG00000176049	ENSDARP00000040168
	ENSDARP00000117235
ENSG00000141068	ENSDARP00000128013
ENSG00000141068	ENSDARP00000128838
ENSG00000141068	ENSDARP00000129721
ENSG00000141068	ENSDARP00000048102
	ENSDARP00000139710
ENSG00000107165	ENSDARP00000073055
ENSG00000135414	ENSDARP00000066032
ENSG00000135414	ENSDARP00000138145
ENSG00000156599	ENSDARP00000123884
ENSG00000156599	ENSDARP00000123808
ENSG00000156599	
ENSG00000156599	ENSDARP00000009029
ENSG00000204217	ENSDARP00000106831
ENSG00000204217	
ENSG00000163964	ENSDARP00000087423
ENSG00000163964	ENSDARP00000105314
ENSG00000108961	ENSDARP00000137010
ENSG00000108961	ENSDARP00000137644
ENSG00000150625	ENSDARP00000058502
	ENSDARP00000127771
	ENSDARP00000114059
ENSG00000255275	ENSDARP00000113677
ENSG00000169991	ENSDARP00000113677
ENSG00000255275	ENSDARP00000119121
ENSG00000169991	ENSDARP00000119121
ENSG00000255275	ENSDARP00000083812
ENSG00000169991	ENSDARP00000083812
ENSG00000120254	ENSDARP00000061913
ENSG00000120254	ENSDARP00000122040
ENSG00000120254	
ENSG00000120254	ENSDARP00000118299
ENSG00000136783	ENSDARP00000110906
ENSG00000165028	ENSDARP00000110906
ENSG00000136783	
ENSG00000165028	
ENSG00000183722	ENSDARP00000007599
ENSG00000182508	ENSDARP00000007599
ENSG00000159398	ENSDARP00000137777
ENSG00000172831	ENSDARP00000137777
ENSG00000198848	ENSDARP00000137777
ENSG00000172828	ENSDARP00000137777
ENSG00000159398	ENSDARP00000143705
ENSG00000172831	ENSDARP00000143705
ENSG00000198848	ENSDARP00000143705
ENSG00000172828	ENSDARP00000143705
ENSG00000109339	ENSDARP00000131673
ENSG00000109339	ENSDARP00000129891
ENSG00000109339	ENSDARP00000139912
ENSG00000109339	ENSDARP00000135881
ENSG00000109339	ENSDARP00000133961
ENSG00000109339	
ENSG00000109339	ENSDARP00000134326
ENSG00000109339	ENSDARP00000133641
ENSG00000166348	ENSDARP00000142525
ENSG00000166348	ENSDARP00000142440
ENSG00000166348	
ENSG00000166348	ENSDARP00000102605
	ENSDARP00000121726
	ENSDARP00000011490
	ENSDARP00000134152
ENSG00000119922	ENSDARP00000074230
ENSG00000152778	ENSDARP00000074230
ENSG00000185745	ENSDARP00000074230
ENSG00000204010	ENSDARP00000074230
ENSG00000119917	ENSDARP00000074230
ENSG00000115738	ENSDARP00000122878
ENSG00000115738	ENSDARP00000072092
	ENSDARP00000125149
	ENSDARP00000120720
	ENSDARP00000124330
ENSG00000254550	ENSDARP00000108338
ENSG00000254550	ENSDARP00000110441
	ENSDARP00000140438
	ENSDARP00000123686
	ENSDARP00000104758
	ENSDARP00000118179
	ENSDARP00000057912
ENSG00000164117	ENSDARP00000008391
ENSG00000149260	ENSDARP00000092508
	ENSDARP00000119888
	ENSDARP00000119448
ENSG00000160785	ENSDARP00000052122
ENSG00000023572	ENSDARP00000136884
ENSG00000023572	ENSDARP00000140532
ENSG00000023572	ENSDARP00000133122
ENSG00000130748	ENSDARP00000121630
ENSG00000163110	ENSDARP00000135718
ENSG00000163110	ENSDARP00000133286
ENSG00000163110	ENSDARP00000132622
ENSG00000163110	ENSDARP00000135287
ENSG00000110002	ENSDARP00000127618
ENSG00000188157	ENSDARP00000133459
ENSG00000188157	ENSDARP00000101095
ENSG00000188157	ENSDARP00000136178
	ENSDARP00000127864
	ENSDARP00000122097
ENSG00000110925	ENSDARP00000122565
ENSG00000146802	ENSDARP00000084029
ENSG00000077097	ENSDARP00000108088
ENSG00000077097	ENSDARP00000126193
ENSG00000143079	ENSDARP00000123484
ENSG00000143079	
ENSG00000143079	ENSDARP00000118295
ENSG00000106560	ENSDARP00000099312
ENSG00000171115	ENSDARP00000099312
ENSG00000213203	ENSDARP00000099312
ENSG00000281887	ENSDARP00000099312
ENSG00000133561	ENSDARP00000099312
ENSG00000179144	ENSDARP00000099312
ENSG00000133574	ENSDARP00000099312
ENSG00000196329	ENSDARP00000099312
ENSG00000106560	ENSDARP00000131795
ENSG00000171115	ENSDARP00000131795
